MatvareID,Matvare,Spiselig del,Ref,Vann,Ref,Kilojoule,Ref,Kilokalorier,Ref,Fett,Ref,Mettet,Ref,C12:0,Ref,C14:0,Ref,C16:0,Ref,C18:0,Ref,Trans,Ref,Enumettet,Ref,C16:1 sum,Ref,C18:1 sum,Ref,Flerumettet,Ref,C18:2n-6,Ref,C18:3n-3,Ref,C20:3n-3,Ref,C20:3n-6,Ref,C20:4n-3,Ref,C20:4n-6,Ref,C20:5n-3 (EPA),Ref,C22:5n-3 (DPA),Ref,C22:6n-3 (DHA),Ref,Omega-3,Ref,Omega-6,Ref,Kolesterol,Ref,Karbohydrat,Ref,Stivelse,Ref,Mono+disakk,Ref,"Sukker, tilsatt",Ref,Kostfiber,Ref,Protein,Ref,Salt,Ref,Alkohol,Ref,Vitamin A,Ref,Retinol,Ref,Beta-karoten,Ref,Vitamin D,Ref,Vitamin E,Ref,Tiamin,Ref,Riboflavin,Ref,Niacin,Ref,Vitamin B6,Ref,Folat,Ref,Vitamin B12,Ref,Vitamin C,Ref,Kalsium,Ref,Jern,Ref,Natrium,Ref,Kalium,Ref,Magnesium,Ref,Sink,Ref,Selen,Ref,Kopper,Ref,Fosfor,Ref,Jod,Ref
,Forkortelser: M = manglende verdi. Ref = referanse,%,,g,,kJ,,kcal,,g,,g,,g,,g,,g,,g,,g,,g,,g,,g,,g,,g,,g,,g,,g,,g,,g,,g,,g,,g,,g,,g,,mg,,g,,g,,g,,g,,g,,g,,g,,g,,RAE,,µg,,µg,,µg,,alfa-TE,,mg,,mg,,mg,,mg,,µg,,µg,,mg,,mg,,mg,,mg,,mg,,mg,,mg,,µg,,mg,,mg,,µg,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Melk og melkeprodukter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1,Melk og melkebasert drikke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.228,"Makrell, juli-sept (fet), stekt i fett",M,10,40,135,1629,61a,393,61b,33.1,135,7.4,135,0.17,136,1.92,136,3.74,136,0.86,136,0,135,12.1,135,0.88,136,5.01,136,9.4,135,1.16,136,0.55,136,0.03,136,0,136,0.3,136,0.1,136,1.97,136,0.37,136,3.13,136,7.46,135,1.38,135,95,135,3.6,80,3.5,135,0.1,135,0,135,0.2,135,20.1,135,0.2,83,0,50,49,85,48,135,13,135,6.6,135,1.3,135,0.13,135,0.32,135,9.6,135,0.71,135,18,135,8.5,135,0,135,18,135,1,135,70,135,431,135,29,135,0.7,135,69,135,0.1,135,230,135,20,325
4.311,"Makrell, kaldrøkt",80,420c,58,207,1005,61a,242,61b,18.8,207,3.8,207,0,321d,1.28,321d,1.99,321d,0.32,321d,0,50,7.2,207,0.05,321d,1.81,321d,5.4,207,0.27,321d,0.29,321d,0.03,321d,0,321d,0.21,321d,0.09,321d,1.19,321d,0.2,321d,2,321d,4.96,73e,0.41,74e,50,207,0,20,0,50,0,50,0,50,0,50,18.2,207,5.3,83,0,50,20,85,20,207,0,20,4,207,0.7,207,0.1,207,0.4,20,4.7,207,0.28,207,5,207,8.8,207,0,20,27,207,0.4,207,2125,207,103,207,19,207,0.4,207,28,207,0.06,207,161,207,20,325
4.229,"Makrell, mai-juni, kokt",M,10,69,135,612,61a,146,61b,6.4,135,1.4,135,0,136,0.4,136,0.73,136,0.12,136,0,135,2.6,135,0.19,136,0.73,136,1.6,135,0.09,136,0.08,136,0.01,136,0,136,0.07,136,0.02,136,0.44,136,0.08,136,0.7,136,1.64,135,0.12,135,81,135,0,80,0,135,0,135,0,20,0,135,22.1,135,0.2,83,0,50,17,85,17,135,0,135,7.1,135,0.7,135,0.13,135,0.43,135,11.2,135,0.95,135,1,135,14.3,135,0,135,14,135,1.1,135,89,135,452,135,32,135,0.7,135,36,135,0,135,286,135,20,325
4.23,"Makrell, mai-juni, stekt i fett",M,10,61,135,829,61a,198,61b,10.6,135,2.7,135,0.17,136,0.54,136,1.2,136,0.42,136,0,135,4.2,135,0.21,136,2.48,136,2.6,135,0.85,136,0.26,136,0.01,136,0,136,0.06,136,0.02,136,0.43,136,0.08,136,0.68,136,1.75,135,0.95,135,81,135,3.6,80,3.5,135,0.1,135,0,135,0.2,135,22,135,0.3,83,0,50,48,85,47,135,13,135,7.2,135,1.5,135,0.14,135,0.42,135,10.9,135,0.92,135,2,135,13.8,135,0,135,15,135,1.1,135,107,135,446,135,33,135,0.7,135,35,135,0.01,135,283,135,20,325
4.024,"Makrell, varmrøkt",80,420c,53,207,1223,61a,295,61b,24.1,207,4.9,207,0,321d,1.55,321d,2.7,321d,0.46,321d,0,50,9.4,207,0.66,321d,2.6,321d,6.8,207,0.34,321d,0.36,321d,0.03,321d,0,321d,0.27,321d,0.11,321d,1.5,321d,0.26,321d,2.66,321d,6.3,73e,0.51,74e,63,207,0,20,0,50,0,50,0,50,0,50,19.5,207,2,83,0,50,13,85,13,207,0,20,4.5,207,0.8,207,0.18,207,0.46,207,8.5,207,0.28,207,6,207,11.9,207,0,20,15,207,0.6,207,807,207,265,207,28,207,0.6,207,35,207,0.08,207,226,207,20,325
4.235,"Røye, melpanert, stekt i fett",M,10,60,135,850,61a,204,61b,12.5,135,2.7,135,0.17,136,0.41,136,1.32,136,0.44,136,0,135,5.3,135,0.48,136,3.34,136,2.5,135,1.1,136,0.3,136,0,136,0,136,0.06,136,0.04,136,0.45,136,0.12,136,0.77,136,1.89,135,1.27,135,73,135,3.6,80,3.5,135,0.1,135,0,135,0.2,135,19.1,135,0.2,83,0,50,66,85,65,135,13,135,8.3,135,2.3,135,0.12,135,0.03,135,7.1,135,0.69,135,31,135,11.5,135,0,135,19,135,0.3,135,76,135,492,135,30,135,0.5,135,35,135,0.09,135,314,135,20,325
4.234,"Røye, stekt uten fett",M,10,68,135,632,61a,151,61b,8.4,135,1.4,135,0,136,0.27,136,0.84,136,0.14,136,0,135,3.8,135,0.48,136,1.6,136,1.4,135,0.34,136,0.12,136,0,136,0,136,0.07,136,0.04,136,0.46,136,0.12,136,0.79,136,1.77,135,0.46,135,72,135,0,80,0,135,0,135,0,135,0,135,18.9,135,0.1,83,0,50,35,85,35,135,0,135,8.1,135,1.5,135,0.11,135,0.02,135,7.2,135,0.71,135,31,135,11.8,135,0,135,19,135,0.2,135,56,135,494,135,29,135,0.5,135,35,135,0.08,135,314,135,20,325
4.242,"Sild, fetsild/sommersild, kokt",M,10,48,135,1446,61a,349,61b,29.8,135,6.2,135,0,136,1.92,136,3.32,136,0.27,136,0,135,12.5,135,1.06,136,1.85,136,7.1,135,0.5,136,0.35,136,0.04,136,0,136,0.16,136,0.1,136,1.9,136,0.17,136,2.58,136,6.51,135,0,135,81,135,0,80,0,135,0,135,0,20,0,135,20.2,135,0.4,83,0,50,7,85,7,135,0,135,13.7,135,0.7,135,0.05,135,0.36,135,4.8,135,0.6,135,11,135,14.3,135,0,135,45,135,1.2,135,143,135,551,135,45,135,0.6,135,60,135,0,135,345,135,15.9,325
4.243,"Sild, fetsild/sommersild, melpanert, stekt i fett",M,10,40,135,1668,61a,402,61b,34.1,135,7.6,135,0.2,136,2.05,136,3.82,136,0.62,136,0,135,14.1,135,1.05,136,3.94,136,8.2,135,1.41,136,0.55,136,0.04,136,0,136,0.16,136,0.1,136,1.84,136,0.17,136,2.5,136,6.51,135,0.99,135,82,135,3.6,80,3.6,135,0.1,135,0,135,0.2,135,20.2,135,0.4,83,0,50,45,85,44,135,16,135,13.7,135,1.6,135,0.06,135,0.35,135,4.7,135,0.58,135,11,135,13.9,135,0,135,45,135,1.2,135,164,135,544,135,46,135,0.6,135,58,135,0.01,135,342,135,15.9,325
4.033,"Sild, kryddersild",100,0,68,20,639,61a,154,61b,12,100,2.3,71,0,321d,0.78,321d,1.34,321d,0.11,321d,0,50,5.9,71,0.42,321d,0.16,321d,2.2,71,0.2,321d,0.14,321d,0.01,321d,0,321d,0.07,321d,0.04,321d,0.76,321d,0.07,321d,1.04,321d,2.62,73e,0.27,74e,50,100,0,80,0,50,0,50,0,50,0,50,11.5,100,2.4,83,0,50,6,85,6,20,0,20,11.5,20,0.6,20,0.04,20,0.3,20,4,20,0.5,20,9,20,12,20,0,50,38,20,1,20,960,100,463,100,38,20,0.5,20,50,20,0.07,20,290,20,15.9,325
4.123,"Sild, røkt, bøkling",65,420c,63,400e,834,61a,200,61b,12.8,400e,3.8,400e,0,321d,0.73,321d,1.22,321d,0.1,321d,0,50,3.9,400e,0.38,321d,0.88,321d,3.8,400e,0.12,321d,0.11,321d,0,321d,0,321d,0.05,321d,0.03,321d,0.63,321d,0.06,321d,0.89,321d,2.17,73e,0.16,74e,93,400e,0,20,0,50,0,50,0,50,0,50,21.2,400e,2.1,83,0,50,55,85,55,400e,0,50,9.6,400e,0.3,400e,0,400e,0.27,400e,4.3,400e,0.27,400e,19,400e,13,400e,0,50,38,400e,1.2,400e,845,400e,375,400e,29,400e,1,400e,19,400e,M,10,181,400e,15.9,325
4.244,"Sild, storsild/vintersild, kokt",M,10,60,135,926,61a,223,61b,16.7,135,3.4,135,0,136,1.12,136,1.87,136,0.15,136,0,135,7,135,0.58,136,1.35,136,3.9,135,0.18,136,0.17,136,0,136,0,136,0.08,136,0.05,136,0.97,136,0.08,136,1.36,136,3.32,135,0.25,135,81,135,0,80,0,135,0,135,0,20,0,135,18.1,135,0.4,83,0,50,7,85,7,135,0,135,13.7,135,0.7,135,0.05,135,0.36,135,4.8,135,0.6,135,13,135,14.3,135,0,135,45,135,1.2,135,143,135,551,135,45,135,0.6,135,60,135,0,135,345,135,15.9,325
4.245,"Sild, storsild/vintersild, melpanert, stekt i fett",M,10,51,135,1164,61a,280,61b,21.4,135,5,135,0.2,136,1.27,136,2.42,136,0.51,136,0,135,8.8,135,0.59,136,3.45,136,5.1,135,1.09,136,0.38,136,0,136,0,136,0.08,136,0.05,136,0.94,136,0.08,136,1.32,136,3.42,135,1.24,135,82,135,3.6,80,3.6,135,0.1,135,0,135,0.2,135,18.2,135,0.4,83,0,50,45,85,44,135,16,135,13.7,135,1.6,135,0.06,135,0.35,135,4.7,135,0.58,135,14,135,13.9,135,0,135,45,135,1.2,135,164,135,544,135,46,135,0.6,135,58,135,0.01,135,342,135,15.9,325
4.31,"Spekesild, utvannet",100,0,65,400e,872,61a,210,61b,16,400e,3.6,400e,0,321d,1.07,321d,1.85,321d,0.15,321d,0,50,6.6,400e,0.02,321d,1.03,321d,4.1,400e,0.28,321d,0.2,321d,0.02,321d,0,321d,0.09,321d,0.05,321d,1.06,321d,0.1,321d,1.44,321d,3.63,73e,0.38,74e,80,400e,0,20,0,50,0,50,0,50,0,50,16.5,400e,2.4,83,0,50,10,85,10,400e,0,20,5,400e,1,400e,0.03,400e,0.17,400e,2.5,400e,0.12,400e,5,400e,5.2,400e,0,50,18,400e,0.9,400e,960,400e,52,400e,12,400e,0.7,400e,22,400e,0.14,20,54,400e,15.9,325
4.26,"Ørret, filet, røkt",90,20,72,135,597,61a,142,61b,6.9,135,1.3,135,0,136,0.27,136,0.83,136,0.15,136,0,135,2.2,135,0.31,136,1.15,136,2.1,135,0.28,136,0.09,136,0,136,0.01,136,0.07,136,0.04,136,0.4,136,0.14,136,0.77,136,1.61,135,0.36,135,64,135,0,80,0,135,0,135,0,20,0,135,20.1,135,0.1,83,0,50,23,85,23,135,0,135,8.2,135,0.9,135,0.16,135,0.17,135,6.2,135,0.53,135,7,135,5.1,135,0,135,15,135,0.8,135,52,135,430,135,29,135,0.5,135,25,135,0.05,135,260,135,14,325
4.257,"Ørret, oppdrett, kokt",M,10,64,135,824,61a,197,61b,11.9,135,2.4,135,0,136,0.5,136,1.53,136,0.28,136,0,135,4.2,135,0.57,136,2.12,136,3.8,135,0.52,136,0.16,136,0,136,0.02,136,0.13,136,0.08,136,0.74,136,0.26,136,1.42,136,2.94,135,0.65,135,87,135,0,80,0,135,0,135,0,20,0,135,22.6,135,0.1,83,0,50,38,85,38,135,0,135,8.2,135,1.3,135,0.25,135,0.15,135,8.2,135,0.58,135,6,135,5.7,135,0,135,12,135,0.4,135,57,135,500,135,32,135,0.6,135,36,135,0.06,135,257,135,7.3,325
4.267,"Ørret, oppdrett, skiver, melpanert, stekt i fett",M,10,57,135,1028,61a,247,61b,15.8,135,3.6,135,0.17,136,0.63,136,1.97,136,0.57,136,0,135,5.7,135,0.57,136,3.82,136,4.8,135,1.27,136,0.34,136,0,136,0.02,136,0.13,136,0.07,136,0.72,136,0.25,136,1.37,136,3,135,1.46,135,86,135,3.6,80,3.5,135,0.1,135,0,135,0.2,135,22.4,135,0.2,83,0,50,68,85,67,135,13,135,8.3,135,2.1,135,0.25,135,0.15,135,8,135,0.57,135,7,135,5.5,135,0,135,12,135,0.4,135,76,135,492,135,33,135,0.6,135,35,135,0.06,135,255,135,7.3,325
4.317,"Ørret, sjøørret, kokt",M,10,70,135,549,61a,130,61b,3.9,135,0.6,135,0,136,0.13,136,0.38,136,0.07,136,0,135,1,135,0.14,136,0.53,136,1.1,135,0.13,136,0.04,136,0,136,0,136,0.03,136,0.02,136,0.19,136,0.07,136,0.36,136,0.74,135,0.16,135,60,135,0,80,0,135,0,135,0,20,0,135,23.8,135,0.2,83,0,50,14,85,14,135,0,135,10.7,135,0.7,135,0.12,135,0.25,135,6.2,135,0.64,135,11,135,6,135,0,135,24,135,1.4,135,63,135,493,135,36,135,0.5,135,23,135,0.05,135,345,135,20,325
4.259,"Ørret, sjøørret, melpanert, stekt i fett",M,10,63,135,764,61a,182,61b,8.1,135,1.9,135,0.17,136,0.27,136,0.87,136,0.37,136,0,135,2.6,135,0.16,136,2.29,136,2.1,135,0.89,136,0.22,136,0,136,0.01,136,0.03,136,0.02,136,0.18,136,0.06,136,0.35,136,0.88,135,0.99,135,60,135,3.6,80,3.5,135,0.1,135,0,135,0.2,135,23.6,135,0.2,83,0,50,45,85,44,135,13,135,10.7,135,1.5,135,0.13,135,0.24,135,6.1,135,0.63,135,11,135,5.8,135,0,135,24,135,1.4,135,82,135,485,135,36,135,0.5,135,22,135,0.05,135,340,135,20,325
4.05,"Ål, røkt",90,420c,48,400e,1453,61a,351,61b,30.5,400e,7.3,400e,0,216,1.7,216,3.12,216,0.54,216,0,20,13.3,400e,0.82,216,3.11,216,6.8,400e,0.38,216,0.36,216,0.03,216,0,216,0.29,216,0.1,216,1.9,216,0.36,216,3.01,216,7.02,73b,0.54,74b,132,400e,0,80,0,50,0,50,0,50,0,50,19.1,400e,1.4,83,0,50,3300,85,3300,400e,0,50,48,400e,9,400e,0.18,400e,0.31,400e,3.2,400e,0.18,400e,29,400e,4.3,400e,0,50,26,400e,0.5,400e,583,400e,214,400e,10,400e,3.5,400e,59,400e,0.09,400e,183,400e,40.2,325
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.1.2,Mager fisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.1.2.1,"Mager fisk, rå",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.341,"Alaska pollock, rå",M,10,84,450c,305,61a,72,61b,0.7,450c,0.1,450c,0,216,0.01,216,0.09,216,0.02,216,0,60a,0.2,450c,0.01,216,0.05,216,0.2,450c,0.02,216,0,216,0,216,0,216,0,216,0.01,216,0.09,216,0.01,216,0.16,216,0.26,73b,0.03,74b,49,450c,0,80,0,50,0,50,0,50,0,50,16.4,450c,0.2,83,0,50,0,85,0,60a,0,60a,0,60a,0.6,450c,0.03,450c,0.09,450c,2.6,450c,0.04,450c,5,450c,2,450c,0,60a,12,450c,0.2,450c,68,450c,216,450c,30,450c,0.4,450c,27,450c,0.03,450c,120,450c,56,325
4.115,"Blålange, rå",M,10,82,312,270,61a,64,61b,0.1,312,0,312,0,321d,0,321d,0.01,321d,0,321d,0,50,0,312,0,321d,0.01,321d,0,312,0,321d,0,321d,0,321d,0,321d,0,321d,0,321d,0,321d,0,321d,0.02,321d,0.03,73e,0,74e,46,20,0,20,0,50,0,50,0,50,0,50,15.7,312,0.3,83,0,50,2,85,2,312,0,50,3.4,20,0.2,312,0.05,312,0.12,312,2.5,312,0.3,312,7,20,2,312,0,50,9,312,0.1,312,104,312,312,312,23,312,0.4,312,40,312,0,20,160,312,279,325
4.211,"Breiflabb, rå",34,400a,83,400a,272,61a,64,61b,0.1,400a,0,400a,0,321d,0,321d,0.01,321d,0,321d,0,50,0,400a,0,321d,0.01,321d,0,400a,0,321d,0,321d,0,321d,0,321d,0,321d,0,321d,0,321d,0,321d,0.02,321d,0.03,73e,0,74e,25,460b,0,80,0,50,0,50,0,50,0,50,15.8,400a,0.2,83,0,50,80,85,80,400a,0,50,1,400a,0.5,400a,0.02,400a,0.06,400a,2,400a,0.23,400a,12,400a,0.8,400a,0,50,5,400a,0,400a,82,400a,342,400a,19,400a,0.3,400a,30,400a,0,400a,160,400a,14,325
4.004,"Brosme, rå",50,20,82,312,281,61a,66,61b,0.2,312,0,312,0,321d,0,321d,0.02,321d,0.01,321d,0,50,0,312,0,321d,0.02,321d,0.1,312,0,321d,0,321d,0,321d,0,321d,0,321d,0,321d,0.01,321d,0,321d,0.04,321d,0.06,73e,0.01,74e,53,312,0,60a,0,50,0,50,0,50,0,50,16.1,312,0.3,83,0,50,2,85,2,312,0,20,0,312,0.3,312,0.05,312,0.15,312,2.8,312,0.3,312,2,460b,1,312,0,50,37,312,0.1,312,118,312,294,312,23,312,0.4,312,30,312,0,60a,170,312,67,325
4.006,"Gjedde, rå",55,420c,78,400e,353,61a,83,61b,0.2,400e,0,400e,0,400e,0,400e,0.03,400e,0.01,400e,0,50,0,400e,0.01,400e,0.02,400e,0.1,400e,0,400e,0,400e,M,10,M,10,M,10,M,10,0.01,400e,0,400e,0.06,10,0.07,400e,0,400e,0,400e,0,20,0,50,0,50,0,50,0,50,20.2,400e,0.1,83,0,50,0,85,0,400e,0,50,5.3,400e,0.5,400e,0.05,400e,0.05,400e,3,400e,0.3,400e,10,400e,1.8,400e,0,400e,47,400e,0.2,400e,43,400e,463,400e,29,400e,0.8,400e,20,400e,0.02,420c,239,400e,12,325
4.008,"Horngjel, rå",58,420e,76,420e,450,61a,107,61b,3.2,420e,0.6,420e,0,420e,0.07,420e,0.49,420e,0.09,420e,0,50,0.9,420e,0.18,420e,0.64,420e,1.1,420e,0.08,420e,0.04,420e,0,216,0,420e,0.01,420e,0.02,420e,0.12,420e,0.09,420e,0.66,420e,0.95,420e,0.12,420e,85,420e,0,20,0,50,0,50,0,50,0,50,19.5,420e,0.2,83,0,50,3,85,3,420e,0,50,5.2,420e,0.8,420e,0,420e,0.1,420e,7.1,420e,0.4,420e,1,420e,7.7,420e,0,420e,79,420e,0.6,420e,62,420e,301,420e,23,420e,2.7,420e,29,420e,0.06,420e,213,420e,19,325
4.009,"Hvitting, rå",M,10,80,400e,333,61a,79,61b,0.6,400e,0.1,400e,0,321d,0,321d,0.08,321d,0.02,321d,0,50,0.2,400e,0.01,321d,0.06,321d,0.2,400e,0,321d,0,321d,0,321d,0,321d,0,321d,0.01,321d,0.08,321d,0,321d,0.18,321d,0.27,73e,0.02,74e,50,400e,0,20,0,50,0,50,0,50,0,50,18.3,400e,0.1,83,0,50,3,85,3,400e,0,50,0.7,400e,0.2,400e,0.05,400e,0.05,400e,2,400e,0.18,400e,12,400e,0.8,400e,0,20,50,400e,0.3,400e,50,400e,370,400e,24,400e,0.5,400e,25,400e,M,10,183,400e,278,325
4.011,"Hyse, kolje, røkt, skiver, rå",65,20,78,450a,345,61a,81,61b,0.6,450a,0.1,450b,0,321d,0,321d,0.07,321d,0.02,321d,0,321b,0.1,450b,0.01,321d,0.05,321d,0.2,450b,0,321d,0,321d,0,321d,0,321d,0,321d,0.01,321d,0.06,321d,0,321d,0.14,321d,0.21,73e,0.01,74e,36,450b,0,80,0,50,0,20,0,50,0,50,19,450a,1.9,83,0,50,2,85,2,20,0,50,0.7,20,0.5,20,0.04,450a,0.12,450a,3.6,450a,0.35,450a,9,450b,2,450a,0,450b,22,450a,0.1,450a,760,450a,340,450a,23,450a,0.3,450a,28,450a,0.03,450a,180,450a,400,325
4.11,"Hyse, kolje, rå",50,303,81,216,290,61a,68,61b,0.2,312,0,312,0,321d,0,321d,0.02,321d,0,321d,0,50,0,312,0,321d,0.01,321d,0.1,312,0,321d,0,321d,0,321d,0,321d,0,321d,0,321d,0.02,321d,0,321d,0.04,321d,0.05,73e,0,74e,46,312,0,80,0,50,0,50,0,50,0,50,16.6,312,0.2,83,0,50,2,85,2,312,0,50,0.5,460b,0.5,312,0.05,312,0.11,312,4,312,0.5,312,10,450c,2,312,0,20,19,312,0.1,312,96,312,335,312,27,312,0.3,312,30,312,0,60a,190,312,400,325
4.116,"Håbrann, rå",M,10,79,312,360,61a,85,61b,0.4,312,0.1,312,0,321d,0.01,321d,0.06,321d,0.01,321d,0,50,0.1,312,0.01,321d,0.07,321d,0.2,312,0.01,321d,0,321d,0,321d,0,321d,0,321d,0.01,321d,0.03,321d,0.01,321d,0.07,321d,0.12,73e,0.02,74e,52,20,0,50,0,50,0,50,0,50,0,50,20.3,312,0.4,83,0,50,0,85,0,60a,0,50,0.3,20,0.6,312,0.08,312,0.1,312,7,312,0.6,312,3,20,3,312,0,50,9,312,0.5,312,160,312,242,312,19,312,0.4,312,30,312,0,60a,200,312,42,325
4.019,"Lange, rå",40,303,80,312,305,61a,72,61b,0.2,312,0,312,0,321d,0,321d,0.02,321d,0,321d,0,50,0,312,0,321d,0.01,321d,0.1,312,0,321d,0,321d,0,321d,0,321d,0,321d,0,321d,0.01,321d,0,321d,0.04,321d,0.05,73e,0,74e,46,312,0,60a,0,50,0,50,0,50,0,50,17.5,312,0.2,83,0,50,2,85,2,312,0,20,3.4,312,0.3,312,0.05,312,0.08,312,2.3,312,0.3,312,7,460b,0.5,312,0,50,28,312,0.2,312,72,312,360,312,24,312,0.4,312,30,312,0,60a,200,312,65.6,325
4.113,"Lomre, rå",50,420c,81,20,283,61a,67,61b,0.3,20,0,450a,0,136,0.01,136,0.03,136,0,136,0,50,0.1,450a,0.02,136,0.03,136,0.1,450a,0,136,0,136,0,136,0,136,0,136,0,136,0.02,136,0.01,136,0.02,136,0.06,73e,0.01,74e,47,450c,0,50,0,50,0,50,0,50,0,50,16,20,0.2,83,0,50,0,85,0,20,0,20,0,20,0.5,20,0.15,450c,0.08,450c,4.3,450c,0.15,450c,13,450c,1,450c,0,50,26,20,0.1,20,99,20,353,20,22,20,0.3,20,40,20,0,60a,190,20,23,325
4.021,"Lyr, rå",50,303,82,312,279,61a,66,61b,0.2,312,0,312,0,321d,0,321d,0.02,321d,0,321d,0,50,0,312,0,321d,0.01,321d,0.1,312,0,321d,0,321d,0,321d,0,321d,0,321d,0,321d,0.01,321d,0,321d,0.04,321d,0.05,73e,0,74e,40,312,0,60a,0,50,0,50,0,50,0,50,16,312,0.2,83,0,50,2,85,2,312,0,50,2.2,312,0.7,312,0.05,312,0.1,312,1.9,312,0.2,312,3,20,1,312,0,50,8,312,0.1,312,65,312,385,312,23,312,0.3,312,30,312,0,60a,220,312,696.6,325
4.344,"Pangasius, rå",M,10,84,400f,265,61a,63,61b,1.1,400f,0.3,400f,0,400f,0.03,400f,0.22,400f,0.07,400f,0,20,0.3,400f,0.01,400f,0.28,400f,0.1,400f,0.07,400f,0.01,400f,0,20,0,20,0,20,0,20,0,400f,0.01,400f,0.01,400f,0.03,400f,0.06,400f,34,400f,0,400f,0,50,0,50,0,20,0,50,13.1,400f,0.8,83,0,20,0,85,0,400f,0,50,0,400f,0.2,400f,0.02,400f,0.03,400f,2,400f,0.12,400f,8,400f,0.4,400f,0,50,9,400f,0.1,400f,318,400f,235,400f,20,400f,0.3,400f,13,400f,0.01,609,208,400f,2,325
4.112,"Piggvar, rå",50,420c,79,312,359,61a,85,61b,2.4,312,0.5,312,0,321d,0.08,321d,0.28,321d,0.06,321d,0,50,0.7,312,0.24,321d,0.31,321d,0.9,312,0.02,321d,0.01,321d,0,321d,0,321d,0.02,321d,0.04,321d,0.27,321d,0.09,321d,0.22,321d,0.66,73e,0.07,74e,54,312,0,312,0,50,0,50,0,50,0,50,15.9,312,0.2,83,0,50,4,85,4,312,0,50,1.7,312,0.6,312,0.04,420c,0.08,420c,6.1,420c,0.3,312,16,420c,0.8,420c,0,50,16,312,0.2,312,73,312,290,312,19,312,0.6,312,30,312,0,60a,160,312,35,325
4.005,"Rødspette, rå",58,450a,81,321b,382,61a,91,61b,2.6,321b,0.5,321b,0,321d,0.04,321d,0.34,321d,0.06,321d,0,321b,0.8,321b,0.08,321d,0.4,321d,0.8,321b,0.04,321d,0.02,321d,0,321d,0,321d,0.02,321d,0.06,321d,0.17,321d,0.05,321d,0.38,321d,0.66,73e,0.1,74e,68,321b,0,80,0,50,0,20,0,50,0,50,16.8,321b,0.2,83,0,50,12,85,12,321b,0,50,6,321b,1.2,321b,0.09,321b,0.1,321b,3.1,321b,0.21,321b,10,321b,1.2,321b,0,20,11,321b,0.2,321b,95,321b,377,321b,20,321b,0.5,321b,30,321b,0.02,321b,184,321b,14,325
4.029,"Sei, rå",50,303,80,312,292,61a,69,61b,0.3,312,0,312,0,321d,0,321d,0.03,321d,0.01,321d,0,50,0.1,312,0,321d,0.03,321d,0.1,312,0,321d,0,321d,0,321d,0,321d,0,321d,0,321d,0.02,321d,0,321d,0.07,321d,0.1,73e,0.01,74e,49,312,0,312,0,50,0,50,0,50,0,50,16.5,312,0.2,83,0,50,2,85,2,312,0,50,0.8,312,0.6,312,0.05,312,0.2,312,3.4,312,0.5,312,18,400e,4,312,0,50,7,312,0.1,312,77,312,396,312,22,312,0.7,312,30,312,0,60a,230,312,272.1,325
4.03,"Sik, rå",49,420c,77,400e,379,61a,89,61b,0.6,400e,0.1,400e,0,400e,0.01,400e,0.09,400e,0.01,400e,0,50,0.1,400e,0.04,400e,0.07,400e,0.2,400e,0.01,400e,0,400e,M,10,M,10,M,10,M,10,0.04,400e,0.01,400e,0.11,400e,0.16,400e,0,400e,47,400e,0,20,0,50,0,20,0,50,0,50,20.9,400e,0.1,83,0,50,0,85,0,400e,0,20,8,400e,0.4,400e,0.1,400e,0.06,400e,6.2,400e,0.51,400e,11,400e,3.2,400e,0,50,12,400e,0.2,400e,42,400e,482,400e,28,400e,0.4,400e,25,400e,0.03,400e,248,400e,11,325
